iter	RMSE
499	2.348668284
500	2.34765993
501	2.345549776
502	2.344598837
503	2.343128319
504	2.342939645
505	2.340905586
506	2.338337797
507	2.337185524
508	2.335103133
509	2.333083859
510	2.329987669
511	2.327749743
512	2.325136243
513	2.324101079
514	2.322573423
515	2.320664009
516	2.318310148
517	2.317653938
518	2.316567145
519	2.31496489
520	2.314633571
521	2.31430863
522	2.311727098
523	2.308952868
524	2.308486965
525	2.307206569
526	2.306300271
527	2.305726801
528	2.304449839
529	2.301167593
530	2.298323431
531	2.29725591
532	2.295587875
533	2.293642449
534	2.290986984
535	2.290757311
536	2.289850631
537	2.28861489
538	2.287835291
539	2.287683312
540	2.285463132
541	2.283554035
542	2.281878941
543	2.280819918
544	2.279503757
545	2.279332292
546	2.279183351
547	2.278637253
548	2.277502892
549	2.274108238
550	2.272587359
551	2.270344004
552	2.267945957
553	2.267807113
554	2.26676359
555	2.266155535
556	2.265592818
557	2.265073855
558	2.263192864
559	2.262329276
560	2.259876067
561	2.258592907
562	2.258437456
563	2.257731571
564	2.255101324
565	2.254106843
566	2.252274864
567	2.250023932
568	2.247518761
569	2.247326718
570	2.246548012
571	2.2457433
572	2.245177779
573	2.243037384
574	2.241252881
575	2.239385587
576	2.238089583
577	2.236853101
578	2.234272265
579	2.232416707
580	2.231430795
581	2.228593897
582	2.226434915
583	2.22360869
584	2.221428078
585	2.219670506
586	2.219167973
587	2.219028254
588	2.217170507
589	2.215709502
590	2.213487545
591	2.212960371
592	2.211088095
593	2.211001411
594	2.208946782
595	2.207305616
596	2.204542101
597	2.202796078
598	2.201709177
599	2.199707507
600	2.198931842
601	2.19644545
602	2.195481059
603	2.193419761
604	2.191206863
605	2.190098654
606	2.189890656
607	2.188028811
608	2.187198438
609	2.184541762
610	2.182450599
611	2.182259517
612	2.181403543
613	2.181208003
614	2.179476673
615	2.177871348
616	2.176177744
617	2.173912814
618	2.172684225
619	2.170745879
620	2.168117874
621	2.166528962
622	2.165092873
623	2.164590422
624	2.163963949
625	2.161899866
626	2.160118162
627	2.159661683
628	2.158197812
629	2.157304774
630	2.15561645
631	2.154494734
632	2.154023816
633	2.150761626
634	2.148664903
635	2.147356457
636	2.145051918
637	2.143579062
638	2.14116889
639	2.139440976
640	2.138415826
641	2.138064368
642	2.135585264
643	2.134163416
644	2.132286576
645	2.130359726
646	2.128453035
647	2.127545048
648	2.125382789
649	2.125245486
650	2.123219006
651	2.12203433
652	2.121754506
653	2.12025572
654	2.118575663
655	2.118079846
656	2.115944597
657	2.115323641
658	2.113369015
659	2.113061184
660	2.11094047
661	2.110226157
662	2.10783068
663	2.106341483
664	2.105421262
665	2.104571352
666	2.102688949
667	2.100538115
668	2.098413861
669	2.097368328
670	2.096306036
671	2.095776302
672	2.094087734
673	2.093154686
674	2.09158764
675	2.091034971
676	2.089020156
677	2.087527574
678	2.08663729
679	2.084651153
680	2.083531702
681	2.081175113
682	2.080765454
683	2.08029876
684	2.080126196
685	2.078567678
686	2.076983129
687	2.076341611
688	2.075813842
689	2.074274176
690	2.073934879
691	2.073429441
692	2.071790593
693	2.068788057
694	2.068115989
695	2.067160802
696	2.06703171
697	2.064893862
698	2.063673024
699	2.062865456
700	2.06105828
701	2.059170463
702	2.058167154
703	2.05625088
704	2.056148431
705	2.054574491
706	2.052292136
707	2.051268253
708	2.049079134
709	2.048979352
710	2.046438381
711	2.045633294
712	2.044599921
713	2.043286192
714	2.041709804
715	2.039502951
716	2.036312218
717	2.035420498
718	2.035176025
719	2.033997052
720	2.033278712
721	2.031650815
722	2.031418576
723	2.02979431
724	2.028925457
725	2.02797703
726	2.027834587
727	2.026704505
728	2.024360108
729	2.021823881
730	2.020429719
731	2.019855246
732	2.019506508
733	2.01728444
734	2.016646731
735	2.015776906
736	2.015368658
737	2.014959568
738	2.013753095
739	2.01147984
740	2.009673678
741	2.008280436
742	2.00659693
743	2.005010244
744	2.00353542
745	2.002684572
746	2.001308224
747	2.000644521
748	1.999723045
749	1.996659482
750	1.99607847
751	1.993997337
752	1.992568742
753	1.991726881
754	1.990933077
755	1.989920304
756	1.988240742
757	1.987668589
758	1.986815369
759	1.98437998
760	1.982900182
761	1.980635542
762	1.979738888
763	1.977284216
764	1.975423493
765	1.974010139
766	1.972290365
767	1.972025136
768	1.971290489
769	1.971149952
770	1.969617643
771	1.968112024
772	1.967453028
773	1.965699837
774	1.965648895
775	1.96402458
776	1.961344682
777	1.96117563
778	1.960148237
779	1.959193709
780	1.958043943
781	1.95780005
782	1.957220206
783	1.956189111
784	1.956059275
785	1.954398066
786	1.953011971
787	1.950081092
788	1.948943445
789	1.947917322
790	1.946672187
791	1.945018253
792	1.944320322
793	1.942736099
794	1.941743312
795	1.940529167
796	1.939788042
797	1.9392231
798	1.937928498
799	1.935760221
800	1.93416153
801	1.932862137
802	1.930691087
803	1.929010679
804	1.927855012
805	1.926598209
806	1.926206793
807	1.925677562
808	1.925535834
809	1.924699131
810	1.92452184
811	1.923102949
812	1.922030426
813	1.921980095
814	1.921904061
815	1.921124005
816	1.919015888
817	1.9186163
818	1.917180341
819	1.916047044
820	1.914548227
821	1.912822557
822	1.911363976
823	1.909729746
824	1.908566381
825	1.90814861
826	1.90707924
827	1.905700934
828	1.905540292
829	1.904128836
830	1.90278516
831	1.902276248
832	1.901426472
833	1.900132992
834	1.89843795
835	1.896887316
836	1.896173178
837	1.895413085
838	1.893887492
839	1.893739709
840	1.892516186
841	1.891310489
842	1.890237904
843	1.888938033
844	1.887733705
845	1.886398046
846	1.885273761
847	1.884188856
848	1.883880003
849	1.882512593
850	1.881770733
851	1.880978787
852	1.879181672
853	1.877960421
854	1.876565699
855	1.875979232
856	1.875167289
857	1.873549115
858	1.872475619
859	1.869970813
860	1.867744426
861	1.86647783
862	1.866157111
863	1.866049706
864	1.864541347
865	1.863095636
866	1.861625404
867	1.860218125
868	1.859508462
869	1.858867343
870	1.858683137
871	1.858150277
872	1.856692036
873	1.85594174
874	1.854380001
875	1.85297448
876	1.852797991
877	1.851402625
878	1.850003784
879	1.848181638
880	1.847537817
881	1.846602699
882	1.845851376
883	1.845806771
884	1.844268926
885	1.843661128
886	1.843479792
887	1.843071214
888	1.841315402
889	1.840374396
890	1.839783064
891	1.839141398
892	1.838015306
893	1.836855566
894	1.836447893
895	1.83629572
896	1.835090102
897	1.833538559
898	1.831852044
899	1.830526953
900	1.829075516
901	1.82780651
902	1.826986707
903	1.825676336
904	1.824486277
905	1.823148585
906	1.821785994
907	1.821509641
908	1.820056987
909	1.818213282
910	1.818100476
911	1.817586519
912	1.817487027
913	1.817351106
914	1.815515945
915	1.815124132
916	1.811643717
917	1.811379611
918	1.810685092
919	1.80967352
920	1.808732672
921	1.807292861
922	1.806492342
923	1.804982137
924	1.804744074
925	1.803345151
926	1.802131678
927	1.800508125
928	1.800141287
929	1.799937113
930	1.797918279
931	1.79606
932	1.795387787
933	1.793770434
934	1.792391971
935	1.791396089
936	1.789731132
937	1.788391485
938	1.786828869
939	1.786661223
940	1.784850541
941	1.784760387
942	1.782351177
943	1.781853369
944	1.781725256
945	1.781026567
946	1.779880084
947	1.778915281
948	1.777822178
949	1.77617759
950	1.774967034
951	1.774867439
952	1.77357102
953	1.772625122
954	1.769505118
955	1.767822745
956	1.765347503
957	1.764474994
958	1.763351292
959	1.762540848
960	1.761535455
961	1.760061077
962	1.758892026
963	1.758325911
964	1.756896688
965	1.754773
966	1.754097255
967	1.752757463
968	1.751811942
969	1.750734264
970	1.749746083
971	1.749507141
972	1.747831807
973	1.746560522
974	1.746529955
975	1.74548133
976	1.744386077
977	1.743488291
978	1.743452883
979	1.743193889
980	1.742714437
981	1.742245551
982	1.742201543
983	1.741481185
984	1.740934463
985	1.740200151
986	1.739146355
987	1.737742251
988	1.736554383
989	1.735510505
990	1.734313432
991	1.732719327
992	1.731682377
993	1.730698646
994	1.730246939
995	1.730186562
996	1.729218047
997	1.728766256
998	1.728461179
999	1.727763055
